[Connect DataFile][2.1]
Date:	4/21/2022
Time:	14:57:09
Unit:	°C
Resolution:	0.200/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	93.5	72.6	28.9	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:09:358		
000:00:00.200	93.5	72.6	28.9	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:09:558		
000:00:00.400	93.5	72.6	28.9	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:09:758		
000:00:00.600	93.6	72.6	28.9	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:09:958		
000:00:00.800	92.4	72.6	28.9	92.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:10:158		
000:00:01.000	92.1	72.6	28.9	91.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:10:358		
000:00:01.200	91.7	72.6	28.9	91.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:10:558		
000:00:01.400	91.7	72.6	28.9	91.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:10:758		
000:00:01.600	91.4	72.6	28.9	91.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:10:958		
000:00:01.800	91.2	72.6	28.9	91.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:11:158		
000:00:02.000	92.3	72.6	28.9	92.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:11:358		
000:00:02.200	92.0	72.6	28.9	91.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:11:558		
000:00:02.400	92.4	72.6	28.9	92.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:11:758		
000:00:02.600	92.8	72.6	28.9	92.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:11:958		
000:00:02.800	92.8	72.6	28.9	92.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:12:158		
000:00:03.000	93.0	72.6	28.9	93.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:12:358		
000:00:03.200	93.2	72.6	28.9	93.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:12:558		
000:00:03.400	93.3	72.6	28.9	93.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:12:758		
000:00:03.600	93.4	72.6	28.9	93.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:12:958		
000:00:03.800	93.4	72.6	28.9	93.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:13:158		
000:00:04.000	93.4	72.6	28.9	93.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:13:358		
000:00:04.200	93.5	72.6	28.9	93.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:13:558		
000:00:04.400	93.6	72.6	28.9	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:13:758		
000:00:04.600	93.5	72.6	28.9	93.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:13:958		
000:00:04.800	93.4	72.6	28.9	93.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:14:158		
000:00:05.000	92.1	72.7	28.9	91.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:14:358		
000:00:05.200	91.5	72.7	28.9	91.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:14:558		
000:00:05.400	90.8	72.7	28.9	90.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:14:758		
000:00:05.600	92.2	72.7	28.9	92.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:14:958		
000:00:05.800	92.8	72.7	28.9	93.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:15:158		
000:00:06.000	93.5	72.7	28.9	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:15:358		
000:00:06.200	93.6	72.7	28.9	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:15:558		
000:00:06.400	93.4	72.7	28.9	93.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:15:758		
000:00:06.600	92.6	72.7	28.9	92.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:15:958		
000:00:06.800	91.8	72.7	28.9	91.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:16:158		
000:00:07.000	90.5	72.7	28.9	90.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:16:358		
000:00:07.200	91.8	72.7	28.9	91.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:16:558		
000:00:07.400	92.5	72.7	28.9	92.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:16:758		
000:00:07.600	93.2	72.7	28.9	93.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:16:958		
000:00:07.800	93.6	72.7	28.9	93.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:17:158		
000:00:08.000	93.6	72.7	28.9	93.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:17:358		
000:00:08.200	93.5	72.7	28.9	93.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:17:558		
000:00:08.400	91.0	72.7	28.9	90.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:17:758		
000:00:08.600	90.8	72.7	28.9	90.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:17:958		
000:00:08.800	90.9	72.7	28.9	90.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:18:158		
000:00:09.000	91.1	72.7	28.9	91.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:18:358		
000:00:09.200	91.7	72.7	28.9	91.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:57:18:558		
