[Connect DataFile][2.1]
Date:	4/21/2022
Time:	14:33:02
Unit:	°C
Resolution:	0.200/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	96.1	75.9	29.0	96.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:02:976		
000:00:00.200	96.1	75.9	29.0	96.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:03:176		
000:00:00.400	96.1	75.9	29.0	96.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:03:376		
000:00:00.600	96.7	75.9	29.0	96.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:03:576		
000:00:00.800	96.7	75.9	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:03:776		
000:00:01.000	96.3	75.9	29.0	96.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:03:976		
000:00:01.200	95.8	75.9	29.0	95.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:04:176		
000:00:01.400	95.7	76.0	29.0	95.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:04:376		
000:00:01.600	95.7	76.0	29.0	95.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:04:576		
000:00:01.800	95.7	76.0	29.0	95.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:04:776		
000:00:02.000	95.3	76.0	29.0	95.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:04:976		
000:00:02.200	96.3	76.0	29.0	96.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:05:176		
000:00:02.400	96.1	76.0	29.0	96.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:05:376		
000:00:02.600	95.9	76.0	29.0	95.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:05:576		
000:00:02.800	96.7	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:05:776		
000:00:03.000	96.6	76.0	29.0	96.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:05:976		
000:00:03.200	96.6	76.0	29.0	96.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:06:176		
000:00:03.400	96.7	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:06:376		
000:00:03.600	96.7	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:06:576		
000:00:03.800	96.7	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:06:776		
000:00:04.000	96.7	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:06:976		
000:00:04.200	96.7	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:07:176		
000:00:04.400	96.8	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:07:376		
000:00:04.600	96.8	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:07:576		
000:00:04.800	96.7	76.0	29.0	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:07:776		
000:00:05.000	96.1	76.0	29.0	96.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:07:976		
000:00:05.200	95.7	76.0	29.0	95.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:08:176		
000:00:05.400	95.2	76.0	29.0	95.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:08:376		
000:00:05.600	96.2	76.0	29.0	96.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:08:576		
000:00:05.800	96.4	76.0	29.0	96.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		14:33:08:776		
