[Connect DataFile][2.1]
Date:	4/21/2022
Time:	15:43:19
Unit:	°C
Resolution:	0.200/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	93.6	76.3	28.8	93.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:19:775		
000:00:00.200	93.6	76.3	28.8	93.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:19:975		
000:00:00.400	93.6	76.3	28.8	93.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:20:175		
000:00:00.600	95.1	76.3	28.8	95.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:20:375		
000:00:00.800	95.7	76.3	28.8	95.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:20:575		
000:00:01.000	95.7	76.3	28.8	95.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:20:775		
000:00:01.200	95.7	76.3	28.8	95.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:20:975		
000:00:01.400	95.7	76.3	28.8	95.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:21:175		
000:00:01.600	95.5	76.3	28.8	95.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:21:375		
000:00:01.800	95.3	76.3	28.8	95.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:21:575		
000:00:02.000	94.1	76.3	28.8	94.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:21:775		
000:00:02.200	92.9	76.3	28.8	92.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:21:975		
000:00:02.400	93.4	76.3	28.8	93.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		15:43:22:175		
