[Connect DataFile][2.1]
Date:	4/20/2022
Time:	12:27:56
Unit:	°C
Resolution:	0.200/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	96.1	73.4	33.0	96.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:56:182		
000:00:00.200	96.1	73.4	33.0	96.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:56:382		
000:00:00.400	96.1	73.4	33.0	96.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:56:582		
000:00:00.600	96.1	73.4	33.0	96.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:56:782		
000:00:00.800	96.1	73.4	33.0	96.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:56:982		
000:00:01.000	96.2	73.4	33.0	96.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:57:182		
000:00:01.200	96.1	73.4	33.0	96.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:57:382		
000:00:01.400	95.6	73.4	33.0	95.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:57:582		
000:00:01.600	95.2	73.4	33.0	95.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:57:782		
000:00:01.800	94.8	73.4	33.0	94.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:57:982		
000:00:02.000	95.1	73.4	33.0	95.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:58:182		
000:00:02.200	95.8	73.4	33.0	95.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:58:382		
000:00:02.400	95.9	73.4	33.0	96.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:58:582		
000:00:02.600	96.1	73.5	33.0	96.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:58:782		
000:00:02.800	96.3	73.5	33.0	96.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:27:58:982		
