[Connect DataFile][2.1]
Date:	4/21/2022
Time:	11:54:41
Unit:	°C
Resolution:	0.200/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	97.1	77.1	28.8	97.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:41:291		
000:00:00.200	97.1	77.1	28.8	97.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:41:491		
000:00:00.400	97.1	77.1	28.8	97.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:41:691		
000:00:00.600	97.0	77.2	28.8	96.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:41:891		
000:00:00.800	97.1	77.2	28.8	97.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:42:091		
000:00:01.000	97.2	77.2	28.8	97.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:42:291		
000:00:01.200	97.3	77.2	28.8	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:42:491		
000:00:01.400	97.5	77.2	28.9	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:42:691		
000:00:01.600	97.4	77.2	28.9	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:42:891		
000:00:01.800	97.4	77.2	28.9	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:43:091		
000:00:02.000	97.3	77.2	28.9	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:43:291		
000:00:02.200	97.2	77.2	28.9	97.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:43:491		
000:00:02.400	97.3	77.2	28.8	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:43:691		
000:00:02.600	97.3	77.2	28.8	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:43:891		
000:00:02.800	97.4	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:44:091		
000:00:03.000	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:44:291		
000:00:03.200	97.6	77.2	28.8	97.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:44:491		
000:00:03.400	97.7	77.2	28.8	97.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:44:691		
000:00:03.600	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:44:891		
000:00:03.800	97.4	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:45:091		
000:00:04.000	97.4	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:45:291		
000:00:04.200	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:45:491		
000:00:04.400	97.6	77.2	28.8	97.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:45:691		
000:00:04.600	97.6	77.2	28.8	97.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:45:891		
000:00:04.800	97.7	77.2	28.8	97.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:46:091		
000:00:05.000	97.5	77.2	28.8	97.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:46:291		
000:00:05.200	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:46:491		
000:00:05.400	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:46:691		
000:00:05.600	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:46:891		
000:00:05.800	97.5	77.2	28.8	97.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:47:091		
000:00:06.000	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:47:291		
000:00:06.200	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:47:491		
000:00:06.400	97.4	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:47:691		
000:00:06.600	97.3	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:47:891		
000:00:06.800	97.4	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:48:091		
000:00:07.000	97.5	77.2	28.8	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:48:291		
000:00:07.200	97.4	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:48:491		
000:00:07.400	97.3	77.2	28.8	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:48:691		
000:00:07.600	97.4	77.2	28.8	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:48:891		
000:00:07.800	97.5	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:49:091		
000:00:08.000	97.3	77.2	28.8	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:49:291		
000:00:08.200	97.3	77.2	28.8	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:49:491		
000:00:08.400	97.2	77.2	28.9	97.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:49:691		
000:00:08.600	97.3	77.2	28.9	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:49:891		
000:00:08.800	97.3	77.2	28.9	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:50:091		
000:00:09.000	97.4	77.2	28.9	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:50:291		
000:00:09.200	97.5	77.2	28.9	97.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:50:491		
000:00:09.400	97.6	77.2	28.9	97.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:50:691		
000:00:09.600	97.5	77.2	28.9	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:50:891		
000:00:09.800	97.4	77.2	28.9	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:51:091		
000:00:10.000	97.3	77.2	28.9	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:51:291		
000:00:10.200	97.1	77.2	28.9	97.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:51:491		
000:00:10.400	97.1	77.2	28.9	97.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:51:691		
000:00:10.600	97.1	77.2	28.9	97.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:51:891		
000:00:10.800	97.0	77.2	28.9	97.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:52:091		
000:00:11.000	96.9	77.2	28.9	96.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:52:291		
000:00:11.200	97.0	77.2	28.9	97.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:52:491		
000:00:11.400	97.1	77.2	28.9	97.1	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:52:691		
000:00:11.600	97.2	77.2	28.9	97.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:52:891		
000:00:11.800	97.3	77.2	28.8	97.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:53:091		
000:00:12.000	97.4	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:53:291		
000:00:12.200	97.4	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:53:491		
000:00:12.400	97.4	77.2	28.8	97.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		11:54:53:691		
