[Connect DataFile][2.1]
Date:	4/20/2022
Time:	12:13:23
Unit:	°C
Resolution:	0.200/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	97.0	73.4	32.5	96.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:23:132		
000:00:00.200	97.0	73.4	32.5	96.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:23:332		
000:00:00.400	96.0	73.4	32.5	95.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:23:532		
000:00:00.600	94.9	73.4	32.5	94.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:23:732		
000:00:00.800	95.0	73.4	32.5	95.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:23:932		
000:00:01.000	96.3	73.4	32.5	96.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:24:132		
000:00:01.200	97.6	73.4	32.5	97.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:24:332		
000:00:01.400	98.8	73.4	32.5	98.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:24:532		
000:00:01.600	97.7	73.4	32.5	97.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:24:732		
000:00:01.800	96.6	73.4	32.5	96.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:24:932		
000:00:02.000	94.8	73.4	32.5	94.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:25:132		
000:00:02.200	94.5	73.4	32.5	94.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:25:332		
000:00:02.400	95.1	73.4	32.5	95.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:25:532		
000:00:02.600	95.7	73.4	32.5	95.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:25:732		
000:00:02.800	98.2	73.4	32.5	98.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:25:932		
000:00:03.000	98.8	73.4	32.5	98.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:26:132		
000:00:03.200	97.3	73.4	32.5	97.2	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:26:332		
000:00:03.400	95.8	73.4	32.5	95.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:26:532		
000:00:03.600	94.9	73.4	32.5	94.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:26:732		
000:00:03.800	94.9	73.4	32.5	94.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:26:932		
000:00:04.000	94.9	73.4	32.5	94.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:27:132		
000:00:04.200	94.9	73.4	32.5	94.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:27:332		
000:00:04.400	95.6	73.4	32.5	95.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:27:532		
000:00:04.600	95.6	73.4	32.5	95.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:27:732		
000:00:04.800	95.6	73.4	32.5	95.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:27:932		
000:00:05.000	95.8	73.4	32.5	95.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:28:132		
000:00:05.200	96.5	73.4	32.5	96.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:28:332		
000:00:05.400	96.4	73.4	32.5	96.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:28:532		
000:00:05.600	96.3	73.4	32.5	96.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		12:13:28:732		
