[Connect DataFile][2.1]
Date:	4/21/2022
Time:	10:49:13
Unit:	°C
Resolution:	0.200/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	93.5	68.7	28.8	93.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:13:347		
000:00:00.200	93.5	68.7	28.8	93.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:13:547		
000:00:00.400	93.5	68.7	28.8	93.5	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:13:747		
000:00:00.600	93.4	68.7	28.8	93.4	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:13:947		
000:00:00.800	93.5	68.7	28.8	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:14:147		
000:00:01.000	93.6	68.7	28.8	93.7	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:14:347		
000:00:01.200	93.8	68.7	28.8	93.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:14:547		
000:00:01.400	93.9	68.7	28.8	93.9	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:14:747		
000:00:01.600	93.8	68.7	28.8	93.8	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:14:947		
000:00:01.800	93.6	68.7	28.8	93.6	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:15:147		
000:00:02.000	93.4	68.7	28.8	93.3	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:15:347		
000:00:02.200	93.0	68.7	28.8	93.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		10:49:15:547		
